ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,WinesAmount,FruitsAmount,MeatAmount,FishAmount,SweetAmount,GoldAmount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,LastCampaign,Complain,Country,Join_year,Join_month,Join_weekday,Age,Children,Total_Amount,Total_purchase_Count,Total_accepted_campaign,Average_PurchaseAmount
7366,1982,Master,Single,75777,0,0,2013-04-07,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,India,2013,4,6,31,0,1438,21,3,68.47619047619048
762,1981,2n Cycle,Together,75774,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Spain,2014,2,2,33,1,823,21,0,39.19047619047619
3091,1981,2n Cycle,Together,75774,1,0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Saudi Arabia,2014,2,2,33,1,823,21,0,39.19047619047619
4580,1969,Graduation,Married,75759,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,0,Saudi Arabia,2013,10,4,44,0,2486,26,4,95.61538461538461
6977,1974,Graduation,Together,75702,0,1,2012-10-14,87,1073,14,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,Spain,2012,10,6,38,1,1935,29,1,66.72413793103448
10992,1967,Graduation,Together,75702,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,Saudi Arabia,2012,8,2,45,2,1148,26,0,44.15384615384615
7381,1968,Graduation,Divorced,75693,0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,Spain,2012,6,1,44,0,1442,22,4,65.54545454545455
2963,1979,Graduation,Together,75507,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Australia,2014,2,2,35,0,1440,21,0,68.57142857142857
7723,1979,Graduation,Together,75507,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Germany,2014,2,2,35,0,1440,21,0,68.57142857142857
8370,1976,2n Cycle,Together,75484,0,1,2012-02-08,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,Canada,2012,2,2,36,1,1159,18,0,64.38888888888889
8492,1978,Graduation,Together,75437,0,0,2013-09-11,25,795,14,545,95,58,26,1,8,4,10,6,0,0,0,1,0,0,0,Spain,2013,9,2,35,0,1533,23,1,66.65217391304348
8746,1989,Graduation,Married,75433,1,0,2014-05-04,28,800,14,297,19,34,57,2,2,5,10,6,0,1,0,1,0,0,0,Spain,2014,5,6,25,1,1221,19,2,64.26315789473684
6072,1970,Master,Single,75345,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,Spain,2013,2,5,43,0,2087,20,2,104.35
2499,1958,2n Cycle,Single,75342,0,1,2013-06-05,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,Spain,2013,6,2,55,1,563,18,0,31.27777777777778
4786,1977,Graduation,Married,75330,1,1,2012-04-10,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,USA,2012,4,1,35,2,1109,29,0,38.241379310344826
4390,1954,Graduation,Together,75315,0,1,2014-04-15,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,Saudi Arabia,2014,4,1,60,1,841,23,0,36.56521739130435
1081,1957,PhD,Married,75283,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia,2013,3,2,56,3,1019,25,0,40.76
10983,1952,Graduation,Together,75278,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,Saudi Arabia,2013,1,1,61,0,930,23,0,40.43478260869565
9999,1965,Graduation,Together,75276,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,Spain,2012,9,3,47,0,1040,23,0,45.21739130434783
7999,1955,PhD,Together,75261,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,Spain,2013,4,1,58,0,1743,17,3,102.52941176470588
1859,1972,Master,Married,75251,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,0,Germany,2012,8,0,40,0,1890,19,1,99.47368421052632
6694,1964,Graduation,Married,75236,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,Spain,2013,11,0,49,1,1068,25,0,42.72
2674,1958,Master,Single,75154,0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,USA,2012,4,0,54,1,1143,16,1,71.4375
4508,1952,Graduation,Single,75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,Germany,2014,5,3,62,0,833,19,0,43.8421052631579
4843,1952,Graduation,Single,75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,Saudi Arabia,2014,5,3,62,0,833,19,0,43.8421052631579
4654,1992,Graduation,Together,75114,0,0,2013-07-11,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,Saudi Arabia,2013,7,3,21,0,1253,19,0,65.94736842105263
3523,1962,Graduation,Together,75072,0,1,2013-01-23,83,583,34,309,19,22,125,2,5,4,8,3,0,0,0,0,0,0,0,Spain,2013,1,2,51,1,1092,19,0,57.473684210526315
257,1959,PhD,Married,75032,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,Spain,2013,4,6,54,1,1215,20,0,60.75
9265,1953,Graduation,Married,75027,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,Saudi Arabia,2013,9,6,60,1,1390,21,0,66.19047619047619
437,1976,Master,Divorced,75012,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,Australia,2014,1,5,38,0,1027,23,0,44.65217391304348
5331,1977,Graduation,Married,74985,0,0,2012-11-09,8,587,51,898,247,14,86,1,3,6,7,2,0,0,0,0,0,0,0,Germany,2012,11,4,35,0,1883,17,0,110.76470588235294
697,1969,Graduation,Together,74918,0,0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,Spain,2013,12,1,44,0,2047,21,1,97.47619047619048
1000,1961,Master,Together,74881,1,1,2013-08-03,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,Spain,2013,8,5,52,2,964,27,0,35.7037037037037
3852,1961,Master,Together,74881,1,1,2013-08-03,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,India,2013,8,5,52,2,964,27,0,35.7037037037037
7313,1949,2n Cycle,Widow,74859,0,0,2013-03-06,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,Canada,2013,3,2,64,0,1565,23,1,68.04347826086956
1357,1970,Graduation,Together,74854,1,2,2013-08-04,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,Germany,2013,8,6,43,3,1562,19,0,82.21052631578948
5114,1965,Master,Married,74806,0,1,2012-12-19,1,670,9,249,19,28,9,2,5,4,5,4,0,0,0,0,0,0,0,Australia,2012,12,2,47,1,984,16,0,61.5
7143,1955,2n Cycle,Together,74805,0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,Spain,2013,6,1,58,1,820,26,0,31.53846153846154
961,1972,Graduation,Married,74716,0,1,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,Spain,2013,12,0,41,1,860,17,0,50.588235294117645
4637,1954,PhD,Single,74637,0,0,2013-05-18,73,960,64,464,146,14,16,1,6,9,9,3,0,0,0,1,0,0,0,Saudi Arabia,2013,5,5,59,0,1664,25,1,66.56
5204,1971,Graduation,Together,74538,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,Spain,2013,6,5,42,0,1461,22,2,66.4090909090909
6203,1947,Graduation,Together,74485,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,Spain,2013,8,5,66,0,1734,26,0,66.6923076923077
2669,1993,Graduation,Single,74293,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,Spain,2014,4,5,21,0,1127,16,0,70.4375
10037,1993,Graduation,Single,74293,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,Saudi Arabia,2014,4,5,21,0,1127,16,0,70.4375
2886,1971,Master,Divorced,74290,0,1,2013-12-08,70,1121,14,72,19,12,12,4,10,8,10,6,0,1,0,1,0,0,0,Spain,2013,12,6,42,1,1250,32,2,39.0625
5185,1955,Graduation,Married,74268,0,0,2013-02-14,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,Saudi Arabia,2013,2,3,58,0,892,13,0,68.61538461538461
4964,1958,PhD,Together,74250,0,0,2014-01-26,90,680,11,392,75,14,26,1,2,11,4,1,0,0,0,0,0,0,0,Canada,2014,1,6,56,0,1198,18,0,66.55555555555556
8278,1990,PhD,Married,74214,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,Spain,2012,8,6,22,0,1711,16,0,106.9375
810,1975,Graduation,Married,74190,0,1,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,Spain,2014,12,4,39,1,641,19,0,33.73684210526316
10095,1975,PhD,Divorced,74165,0,0,2013-01-05,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,Canada,2013,1,5,38,0,1293,20,0,64.65
3139,1982,2n Cycle,Single,74116,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,Saudi Arabia,2013,12,0,31,0,2052,19,1,108.0
6982,1976,Graduation,Married,74068,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,India,2013,3,1,37,0,1581,24,0,65.875
830,1987,PhD,Single,74004,0,0,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,1,0,India,2014,2,0,27,0,1658,15,3,110.53333333333333
3749,1973,Graduation,Together,73926,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,Canada,2013,2,6,40,0,1580,24,0,65.83333333333333
6246,1953,Graduation,Single,73892,0,0,2013-11-13,40,703,102,601,19,58,43,1,3,11,8,1,0,0,0,0,0,1,0,Canada,2013,11,2,60,0,1526,23,1,66.34782608695652
2736,1978,Graduation,Married,73807,0,1,2013-02-01,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,India,2013,2,4,35,1,849,23,0,36.91304347826087
7118,1957,Graduation,Married,73803,0,1,2012-01-08,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,Canada,2012,1,6,55,1,1528,22,2,69.45454545454545
4676,1951,Master,Widow,73705,0,2,2014-05-03,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,Spain,2014,5,5,63,2,1695,25,0,67.8
701,1971,Graduation,Married,73691,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,Spain,2013,6,1,42,1,1179,18,1,65.5
9529,1990,Graduation,Married,73687,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,Saudi Arabia,2013,11,3,23,0,1627,22,2,73.95454545454545
9451,1965,Graduation,Married,73538,0,1,2012-11-25,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,Canada,2012,11,6,47,1,1658,26,0,63.76923076923077
313,1968,Graduation,Widow,73455,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,Saudi Arabia,2013,10,0,45,0,2088,22,1,94.9090909090909
2532,1987,Master,Single,73454,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,Spain,2014,1,4,27,0,1651,13,1,127.0
6049,1982,Master,Together,73450,0,0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,Spain,2013,5,6,31,0,1804,27,2,66.81481481481481
9597,1969,Graduation,Married,73448,0,0,2014-10-02,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,Canada,2014,10,3,45,0,725,19,0,38.1578947368421
5896,1987,Master,Married,73395,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,Spain,2014,3,1,27,0,397,15,0,26.466666666666665
1139,1984,PhD,Married,73356,0,0,2014-06-02,56,1050,14,322,19,14,112,1,5,11,5,2,1,0,1,1,0,1,0,Spain,2014,6,0,30,0,1531,22,4,69.5909090909091
9687,1975,Graduation,Single,73170,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,Canada,2014,5,5,39,0,726,16,0,45.375
10505,1960,Master,Together,73113,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,Saudi Arabia,2013,12,3,53,0,1001,15,0,66.73333333333333
3859,1947,PhD,Together,73059,0,1,2013-08-31,36,410,112,420,19,82,71,1,9,3,13,4,0,0,0,0,0,0,0,Saudi Arabia,2013,8,5,66,1,1114,26,0,42.84615384615385
3867,1947,PhD,Together,73059,0,1,2013-08-31,36,410,112,420,19,82,71,1,9,3,13,4,0,0,0,0,0,0,0,Spain,2013,8,5,66,1,1114,26,0,42.84615384615385
10949,1963,PhD,Divorced,72968,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,Spain,2013,12,0,50,0,1958,19,2,103.05263157894737
340,1970,Graduation,Divorced,72967,0,1,2012-12-15,1,158,35,179,19,14,125,2,7,2,8,5,1,0,0,0,0,1,0,Germany,2012,12,5,42,1,530,19,2,27.894736842105264
291,1970,Graduation,Married,72940,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,Saudi Arabia,2013,6,2,43,0,981,13,0,75.46153846153847
7972,1955,Graduation,Single,72906,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,Spain,2013,9,1,58,0,1151,17,0,67.70588235294117
1399,1958,Graduation,Married,72905,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,Spain,2014,1,1,56,0,1515,20,1,75.75
2894,1985,Graduation,Single,72903,0,0,2013-10-29,74,1067,138,750,19,19,39,1,7,5,8,4,0,1,1,1,0,1,0,Spain,2013,10,1,28,0,2032,21,4,96.76190476190476
9212,1962,Master,Married,72828,0,1,2013-02-14,17,1205,14,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,Spain,2013,2,3,51,1,1692,28,0,60.42857142857143
2004,1969,Graduation,Single,72679,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,Spain,2013,9,2,44,1,1168,17,0,68.70588235294117
8537,1949,Graduation,Widow,72643,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,Spain,2013,2,2,64,0,1429,21,2,68.04761904761905
3433,1955,2n Cycle,Married,72635,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Spain,2013,3,2,58,0,981,21,1,46.714285714285715
6583,1955,2n Cycle,Married,72635,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,Spain,2013,3,2,58,0,981,21,1,46.714285714285715
10413,1984,Graduation,Married,72570,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,Spain,2014,4,4,30,0,1089,23,0,47.34782608695652
6566,1954,PhD,Married,72550,1,1,2012-08-11,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,Australia,2012,8,5,58,2,1319,28,0,47.107142857142854
9145,1972,Graduation,Single,72504,0,1,2013-06-04,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,Canada,2013,6,1,41,1,1478,22,0,67.18181818181819
2075,1969,Graduation,Married,72460,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,Saudi Arabia,2013,11,3,44,0,1047,16,0,65.4375
4483,1993,Graduation,Single,72354,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,Saudi Arabia,2013,4,2,20,0,1228,19,0,64.63157894736842
7919,1976,PhD,Together,72335,0,0,2012-08-13,2,1285,105,653,28,21,26,1,10,4,8,8,0,0,0,0,0,1,0,Spain,2012,8,0,36,0,2118,23,1,92.08695652173913
3919,1976,Master,Single,72309,0,0,2013-11-03,64,960,14,883,50,38,26,1,5,6,8,3,0,0,0,1,0,1,0,Canada,2013,11,6,37,0,1971,20,2,98.55
10972,1949,Graduation,Widow,72298,0,0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,Spain,2014,10,4,65,0,939,14,2,67.07142857142857
10057,1951,Graduation,Single,72282,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1,0,Spain,2013,7,4,62,0,1331,22,1,60.5
10736,1971,Graduation,Single,72258,0,1,2013-12-09,28,522,14,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,Canada,2013,12,0,42,1,1539,22,0,69.95454545454545
4507,1952,Graduation,Single,72228,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,Spain,2012,11,1,60,0,1250,22,0,56.81818181818182
6262,1962,Master,Single,72217,0,0,2013-10-04,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,Germany,2013,10,4,51,0,1573,22,0,71.5
10936,1965,Graduation,Married,72190,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,Australia,2013,2,2,48,0,1947,16,0,121.6875
1168,1978,PhD,Married,72159,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,Spain,2012,10,0,34,0,1401,21,0,66.71428571428571
2797,1977,Graduation,Married,72117,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,Spain,2013,8,1,36,1,1073,26,0,41.26923076923077
11056,1974,Graduation,Married,72099,0,0,2012-10-27,18,546,91,410,119,14,22,1,3,4,10,1,0,0,0,0,0,0,0,Spain,2012,10,5,38,0,1202,18,0,66.77777777777777
2429,1954,Graduation,Divorced,72071,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,Canada,2013,2,3,59,1,1338,20,0,66.9
10177,1954,Graduation,Divorced,72071,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,Spain,2013,2,3,59,1,1338,20,0,66.9
2781,1981,Graduation,Single,72066,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,Saudi Arabia,2014,6,0,33,0,1792,17,3,105.41176470588235
10582,1979,Graduation,Married,72063,0,1,2013-03-07,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,Germany,2013,3,3,34,1,758,21,0,36.095238095238095
5955,1962,Graduation,Together,72025,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,Spain,2012,11,5,50,0,1932,16,0,120.75
7875,1949,Graduation,Married,72025,0,0,2014-04-29,46,967,14,617,43,50,26,1,4,8,13,2,0,1,1,1,0,1,0,Australia,2014,4,1,65,0,1717,26,4,66.03846153846153
1079,1971,PhD,Married,71969,0,1,2012-10-16,59,1000,14,76,19,14,10,3,3,4,9,8,0,1,0,0,0,0,0,India,2012,10,1,41,1,1133,19,1,59.63157894736842
6721,1951,Graduation,Married,71965,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,Canada,2013,7,0,62,1,1213,17,0,71.3529411764706
2002,1958,Graduation,Divorced,71964,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,Spain,2013,5,0,55,0,1870,17,0,110.0
175,1986,Graduation,Married,71952,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,Spain,2013,10,1,27,1,1443,22,2,65.5909090909091
6988,1986,Graduation,Married,71952,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,Australia,2013,10,1,27,1,1443,22,2,65.5909090909091
2712,1956,Graduation,Married,71866,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,Australia,2013,12,2,57,1,715,20,0,35.75
8969,1977,Graduation,Married,71855,0,1,2013-01-16,59,548,31,422,19,112,28,4,5,5,11,3,0,0,0,0,0,0,0,Saudi Arabia,2013,1,2,36,1,1160,25,0,46.4
2631,1982,Graduation,Together,71853,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Spain,2013,8,0,31,0,1149,17,0,67.58823529411765
9495,1982,Graduation,Together,71853,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,Spain,2013,8,0,31,0,1149,17,0,67.58823529411765
2931,1978,Graduation,Divorced,71847,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,Spain,2012,9,4,34,0,1192,22,1,54.18181818181818
4356,1971,Graduation,Together,71819,0,1,2013-08-28,70,1224,28,140,19,14,168,3,3,3,5,6,0,1,1,0,0,0,0,Spain,2013,8,2,42,1,1593,14,2,113.78571428571429
1628,1971,Graduation,Together,71796,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,Saudi Arabia,2013,10,3,42,0,960,17,0,56.470588235294116
9463,1959,Graduation,Together,71706,0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,Canada,2012,11,1,53,1,1443,25,0,57.72
7348,1958,PhD,Single,71691,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,0,Spain,2014,3,0,56,0,1192,17,1,70.11764705882354
3009,1962,PhD,Widow,71670,0,0,2013-09-07,8,1462,16,128,19,14,160,1,5,3,6,6,0,1,1,0,1,1,0,Spain,2013,9,5,51,0,1799,15,4,119.93333333333334
6055,1979,Graduation,Married,71626,0,0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,Spain,2012,1,2,33,0,1305,19,1,68.6842105263158
4141,1965,Graduation,Together,71613,0,0,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,USA,2013,8,2,48,0,776,21,0,36.95238095238095
158,1945,PhD,Together,71604,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,0,Spain,2013,11,6,68,0,1196,17,2,70.3529411764706
9780,1971,Master,Together,71499,0,1,2013-06-25,12,465,25,132,136,14,37,2,8,3,13,4,0,0,0,0,0,0,0,Spain,2013,6,1,42,1,809,26,0,31.115384615384617
1491,1965,2n Cycle,Together,71488,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,Canada,2013,2,0,48,0,559,16,0,34.9375
3194,1974,PhD,Single,71466,0,0,2014-05-04,86,412,12,546,78,182,26,1,4,4,10,1,0,0,0,0,0,0,0,Canada,2014,5,6,40,0,1256,19,0,66.10526315789474
1945,1962,Graduation,Married,71434,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,Spain,2013,9,2,51,1,1400,21,2,66.66666666666667
10196,1978,Graduation,Married,71427,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,USA,2014,12,2,36,2,614,20,0,30.7
9904,1956,Graduation,Married,71391,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,Canada,2013,3,4,57,1,1043,28,0,37.25
4607,1959,Graduation,Together,71367,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,2013,8,4,54,0,777,17,0,45.705882352941174
4944,1959,Graduation,Together,71367,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,2013,8,4,54,0,777,17,0,45.705882352941174
3107,1976,Graduation,Together,71322,0,1,2014-02-05,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,Australia,2014,2,2,38,1,350,13,0,26.923076923076923
4837,1965,PhD,Married,71322,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,Spain,2013,2,5,48,1,1305,28,0,46.607142857142854
10678,1959,Graduation,Together,71232,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,Spain,2013,11,3,54,1,917,25,0,36.68
10548,1995,Graduation,Single,71163,0,0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,Germany,2014,9,2,19,0,960,24,0,40.0
7441,1973,Graduation,Divorced,71128,1,0,2012-06-10,80,958,159,447,20,14,31,3,2,10,12,7,0,0,0,0,0,0,0,USA,2012,6,6,39,1,1629,27,0,60.333333333333336
2579,1957,Graduation,Married,71113,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,Spain,2013,12,1,56,1,835,26,0,32.11538461538461
3828,1951,Graduation,Married,71107,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,Spain,2013,2,6,62,1,1327,28,0,47.392857142857146
6384,1978,Graduation,Divorced,71022,0,1,2014-11-02,30,909,12,278,19,12,242,3,5,2,11,8,1,0,0,0,0,0,0,USA,2014,11,6,36,1,1472,21,1,70.0952380952381
4299,1960,Graduation,Together,70971,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,Spain,2012,9,4,52,1,1825,34,1,53.6764705882353
0,1985,Graduation,Married,70951,0,0,2013-04-05,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,Saudi Arabia,2013,4,4,28,0,1198,17,0,70.47058823529412
3283,1972,2n Cycle,Married,70932,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,Spain,2014,1,6,42,1,909,22,0,41.31818181818182
4767,1965,2n Cycle,Married,70924,0,0,2014-07-04,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,Spain,2014,7,4,49,0,1363,20,1,68.15
7010,1965,2n Cycle,Married,70924,0,0,2014-07-04,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,Spain,2014,7,4,49,0,1363,20,1,68.15
