ID,Year_Birth,Education,Marital_Status,  Income  ,Kidhome,Teenhome,Dt_Customer,Recency, MntWines , MntFruits , MntMeatProducts , MntFishProducts , MntSweetProducts , MntGoldProds ,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
3388,1967,Graduation,Divorced," $70,844.00 ",1,1,30/10/2013,16, $129.00 , $26.00 , $67.00 , $3.00 , $67.00 , $2.00 ,5,6,1,5,7,0,0,0,0,0,0,0,Germany
6131,1980,2n Cycle,Married," $70,829.00 ",1,1,01/12/2013,87, $141.00 , $70.00 , $106.00 , $72.00 , $19.00 , $23.00 ,2,4,2,8,3,0,0,0,0,0,0,0,Spain
10868,1951,Graduation,Widow," $70,792.00 ",0,0,06/02/2013,82, $344.00 , $45.00 , $654.00 , $104.00 , $11.00 , $114.00 ,2,3,4,10,3,0,0,0,0,0,0,0,Spain
7683,1968,Master,Married," $70,777.00 ",0,1,25/02/2014,80, $554.00 , $35.00 , $113.00 , $-   , $7.00 , $78.00 ,3,5,3,12,3,0,0,0,0,0,0,0,Spain
11112,1966,Graduation,Together," $70,713.00 ",0,1,03/12/2012,23, $736.00 , $114.00 , $279.00 , $82.00 , $76.00 , $190.00 ,6,5,6,8,3,0,0,0,0,0,0,0,Spain
4137,1948,Graduation,Together," $70,666.00 ",0,0,06/12/2013,29, $398.00 , $40.00 , $367.00 , $119.00 , $122.00 , $30.00 ,1,7,4,4,4,0,0,0,0,0,0,0,Australia
4640,1967,Graduation,Divorced," $70,647.00 ",0,1,21/09/2012,65, $561.00 , $85.00 , $171.00 , $25.00 , $123.00 , $114.00 ,2,4,7,13,2,0,0,0,0,0,0,0,Saudi Arabia
3074,1984,PhD,Married," $70,643.00 ",0,0,15/10/2012,66," $1,218.00 ", $107.00 , $304.00 , $23.00 , $143.00 , $33.00 ,1,5,8,4,6,0,0,0,0,0,1,0,Spain
2565,1955,Master,Divorced," $70,638.00 ",0,0,01/06/2013,69," $1,016.00 ", $12.00 , $215.00 , $16.00 , $12.00 , $63.00 ,1,4,5,10,3,0,1,0,0,0,0,0,Saudi Arabia
2181,1970,Graduation,Married," $70,617.00 ",0,0,23/06/2013,45, $353.00 , $61.00 , $753.00 , $40.00 , $46.00 , $27.00 ,1,3,3,7,2,0,0,0,0,0,0,0,Spain
7290,1985,Graduation,Single," $70,596.00 ",0,0,05/10/2012,68, $347.00 , $44.00 , $534.00 , $17.00 , $-   , $26.00 ,1,3,5,12,2,0,0,0,0,0,0,0,Spain
8895,1985,Graduation,Single," $70,596.00 ",0,0,05/10/2012,68, $347.00 , $44.00 , $534.00 , $17.00 , $-   , $26.00 ,1,3,5,12,2,0,0,0,0,0,0,0,Spain
850,1968,Graduation,Single," $70,566.00 ",0,1,06/10/2013,4, $381.00 , $28.00 , $215.00 , $84.00 , $28.00 , $21.00 ,2,6,5,9,3,0,0,0,0,0,0,0,Spain
6255,1952,Master,Together," $70,545.00 ",0,1,03/06/2014,29, $138.00 , $39.00 , $63.00 , $55.00 , $18.00 , $21.00 ,1,4,1,7,2,0,0,0,0,0,0,0,Australia
5080,1993,Graduation,Single," $70,515.00 ",0,0,21/10/2013,12, $420.00 , $-   , $452.00 , $182.00 , $64.00 , $140.00 ,1,6,6,4,2,0,0,0,0,0,1,0,Mexico
4943,1953,Graduation,Married," $70,503.00 ",0,0,30/09/2012,73," $1,379.00 ", $33.00 , $216.00 , $-   , $33.00 , $66.00 ,1,2,4,9,6,0,1,1,0,0,0,0,Spain
1215,1978,Graduation,Together," $70,440.00 ",0,0,08/10/2013,49, $690.00 , $117.00 , $499.00 , $76.00 , $102.00 , $88.00 ,1,5,10,7,3,0,0,0,1,0,0,0,Spain
6722,1954,PhD,Married," $70,421.00 ",0,1,28/06/2014,98, $479.00 , $28.00 , $136.00 , $75.00 , $14.00 , $35.00 ,3,10,3,7,6,0,0,0,0,0,0,0,Canada
9988,1976,Master,Single," $70,379.00 ",0,1,03/03/2013,84, $553.00 , $25.00 , $142.00 , $65.00 , $67.00 , $8.00 ,3,6,3,13,4,0,0,0,0,0,0,0,Canada
9260,1945,PhD,Married," $70,356.00 ",0,0,05/11/2012,20," $1,349.00 ", $16.00 , $249.00 , $43.00 , $16.00 , $33.00 ,2,10,6,9,6,0,0,0,0,0,0,0,Canada
9937,1979,Graduation,Single," $70,337.00 ",0,0,02/01/2014,75, $187.00 , $81.00 , $149.00 , $25.00 , $43.00 , $91.00 ,1,2,2,12,1,0,0,0,0,0,0,0,USA
10814,1947,Graduation,Together," $70,321.00 ",0,0,16/01/2013,6, $303.00 , $23.00 , $751.00 , $82.00 , $26.00 , $191.00 ,1,6,5,13,4,0,0,0,0,0,1,0,Spain
3426,1975,Graduation,Divorced," $70,300.00 ",1,0,15/07/2013,89," $1,045.00 ", $61.00 , $338.00 , $60.00 , $46.00 , $46.00 ,3,5,5,13,8,0,0,0,0,0,0,0,Spain
10383,1966,Graduation,Divorced," $70,287.00 ",0,0,02/04/2013,30, $295.00 , $35.00 , $482.00 , $121.00 , $120.00 , $40.00 ,1,5,5,10,3,0,0,0,0,0,1,0,Australia
1071,1976,PhD,Divorced," $70,179.00 ",0,1,21/07/2013,10, $532.00 , $88.00 , $168.00 , $69.00 , $44.00 , $133.00 ,3,7,3,13,5,0,0,0,0,0,0,0,USA
2793,1976,PhD,Divorced," $70,179.00 ",0,1,21/07/2013,10, $532.00 , $88.00 , $168.00 , $69.00 , $44.00 , $133.00 ,3,7,3,13,5,0,0,0,0,0,0,0,Saudi Arabia
7851,1949,Graduation,Widow," $70,165.00 ",0,0,22/09/2013,60, $161.00 , $-   , $253.00 , $199.00 , $191.00 , $122.00 ,1,3,7,11,1,0,0,0,0,0,0,0,Spain
10140,1983,PhD,Together," $70,123.00 ",0,0,28/09/2013,27," $1,308.00 ", $-   , $396.00 , $23.00 , $-   , $-   ,1,5,7,4,3,0,1,0,0,1,0,0,India
9029,1972,PhD,Married," $70,116.00 ",0,0,26/01/2013,73, $707.00 , $44.00 , $603.00 , $95.00 , $58.00 , $29.00 ,1,2,8,12,1,0,0,0,0,0,0,0,Spain
6606,1969,Master,Married," $70,091.00 ",1,0,31/03/2013,11, $964.00 , $34.00 , $137.00 , $15.00 , $-   , $11.00 ,2,5,2,10,8,0,1,0,0,0,0,0,Spain
8925,1965,Master,Married," $70,053.00 ",0,1,03/07/2013,38, $512.00 , $53.00 , $98.00 , $81.00 , $179.00 , $89.00 ,3,8,5,10,5,0,0,0,0,0,0,0,Spain
10092,1954,Graduation,Divorced," $70,044.00 ",0,1,18/02/2013,46," $1,073.00 ", $-   , $250.00 , $153.00 , $14.00 , $14.00 ,4,7,10,5,5,0,0,0,0,0,0,0,Spain
1232,1982,PhD,Together," $70,038.00 ",0,0,25/10/2013,54, $587.00 , $54.00 , $348.00 , $71.00 , $54.00 , $130.00 ,1,4,4,8,2,0,0,0,0,0,0,0,Germany
2345,1982,PhD,Together," $70,038.00 ",0,0,25/10/2013,54, $587.00 , $54.00 , $348.00 , $71.00 , $54.00 , $130.00 ,1,4,4,8,2,0,0,0,0,0,0,0,Australia
9606,1965,PhD,Married," $69,969.00 ",0,0,27/08/2013,64, $882.00 , $29.00 , $514.00 , $38.00 , $29.00 , $44.00 ,1,4,2,6,3,0,0,1,1,0,1,0,Spain
8602,1964,Graduation,Divorced," $69,932.00 ",0,1,12/06/2013,97, $412.00 , $172.00 , $153.00 , $150.00 , $105.00 , $57.00 ,2,7,6,11,4,0,0,0,0,0,0,0,Spain
8643,1971,Graduation,Together," $69,930.00 ",0,0,26/05/2013,21, $252.00 , $98.00 , $827.00 , $219.00 , $70.00 , $196.00 ,1,4,5,12,3,0,0,0,0,0,0,0,India
5847,1969,Graduation,Divorced," $69,901.00 ",0,1,29/05/2013,95, $312.00 , $21.00 , $206.00 , $102.00 , $92.00 , $149.00 ,3,7,3,10,5,0,0,0,0,0,0,0,Spain
4501,1965,Master,Single," $69,882.00 ",0,0,10/11/2013,94, $292.00 , $127.00 , $635.00 , $132.00 , $127.00 , $165.00 ,1,3,7,9,1,0,0,0,0,0,0,0,Spain
3762,1986,PhD,Single," $69,867.00 ",0,0,02/04/2013,30, $196.00 , $-   , $512.00 , $33.00 , $130.00 , $54.00 ,1,3,5,8,1,0,0,0,1,0,1,0,Saudi Arabia
8659,1952,PhD,Together," $69,805.00 ",0,1,21/01/2014,50, $750.00 , $71.00 , $174.00 , $13.00 , $10.00 , $20.00 ,2,6,8,11,2,0,0,0,0,0,0,0,Germany
9185,1966,PhD,Single," $69,759.00 ",0,0,28/10/2013,38, $452.00 , $20.00 , $514.00 , $13.00 , $30.00 , $-   ,3,4,6,5,3,0,0,0,0,0,1,0,Spain
10711,1945,Graduation,Married," $69,755.00 ",0,0,02/10/2013,23, $217.00 , $77.00 , $373.00 , $111.00 , $23.00 , $93.00 ,1,3,6,12,1,0,0,0,0,0,0,0,Saudi Arabia
1743,1974,Graduation,Single," $69,719.00 ",0,0,26/05/2014,99, $273.00 , $86.00 , $208.00 , $177.00 , $14.00 , $43.00 ,1,2,3,5,1,0,0,0,0,0,0,0,Spain
1570,1951,PhD,Together," $69,702.00 ",0,1,19/02/2013,8, $664.00 , $9.00 , $240.00 , $50.00 , $19.00 , $57.00 ,2,7,7,10,4,0,0,0,0,0,0,0,Spain
1184,1968,PhD,Divorced," $69,674.00 ",0,2,22/05/2013,46, $554.00 , $41.00 , $215.00 , $11.00 , $-   , $24.00 ,3,10,2,10,5,0,0,0,0,0,0,0,Saudi Arabia
6999,1980,Master,Married," $69,661.00 ",0,0,13/05/2014,80, $656.00 , $16.00 , $106.00 , $32.00 , $16.00 , $8.00 ,1,7,3,12,3,0,0,0,0,0,0,0,India
3834,1962,Graduation,Single," $69,627.00 ",0,1,17/03/2013,35, $231.00 , $161.00 , $215.00 , $171.00 , $30.00 , $53.00 ,2,8,2,11,5,0,0,0,0,0,0,0,USA
2254,1983,Graduation,Married," $69,520.00 ",0,0,07/07/2013,95, $627.00 , $120.00 , $414.00 , $121.00 , $80.00 , $93.00 ,1,9,6,5,5,0,0,0,0,0,0,0,Australia
454,1980,Graduation,Together," $69,508.00 ",1,0,14/11/2012,48, $824.00 , $32.00 , $162.00 , $42.00 , $32.00 , $43.00 ,2,11,4,11,6,0,0,0,0,0,0,0,Saudi Arabia
7279,1969,PhD,Together," $69,476.00 ",0,0,30/09/2013,3, $260.00 , $86.00 , $559.00 , $63.00 , $9.00 , $67.00 ,1,4,6,4,2,0,0,0,0,0,0,0,USA
1927,1973,2n Cycle,Together," $69,401.00 ",0,1,23/03/2014,41, $399.00 , $27.00 , $159.00 , $58.00 , $8.00 , $39.00 ,4,4,4,5,2,0,0,0,0,0,0,0,Germany
618,1977,PhD,Married," $69,389.00 ",0,1,28/09/2012,17, $422.00 , $7.00 , $238.00 , $69.00 , $46.00 , $15.00 ,1,7,2,12,4,0,0,0,0,0,0,0,Australia
10240,1949,Graduation,Together," $69,372.00 ",0,0,19/02/2013,10, $997.00 , $26.00 , $269.00 , $34.00 , $13.00 , $42.00 ,1,10,4,6,4,0,1,1,0,0,1,0,Canada
3463,1975,PhD,Married," $69,283.00 ",0,1,14/06/2014,41, $674.00 , $62.00 , $134.00 , $-   , $26.00 , $8.00 ,4,7,3,13,5,0,0,0,0,0,0,0,India
2379,1953,Graduation,Single," $69,267.00 ",0,0,22/09/2012,31, $778.00 , $44.00 , $499.00 , $95.00 , $73.00 , $146.00 ,2,3,4,5,7,0,0,0,0,0,1,0,Saudi Arabia
9362,1965,Graduation,Single," $69,263.00 ",0,1,05/03/2014,14, $492.00 , $5.00 , $32.00 , $13.00 , $5.00 , $21.00 ,1,9,1,7,6,0,1,0,0,0,0,0,Canada
8235,1956,Master,Together," $69,245.00 ",0,1,24/01/2014,8, $428.00 , $30.00 , $214.00 , $80.00 , $30.00 , $61.00 ,2,6,5,10,3,0,0,0,0,0,0,0,Saudi Arabia
7233,1972,Graduation,Married," $69,209.00 ",0,0,17/09/2012,4, $496.00 , $32.00 , $849.00 , $229.00 , $48.00 , $128.00 ,2,5,3,6,4,0,0,0,1,0,0,0,Canada
7300,1952,Graduation,Divorced," $69,142.00 ",0,1,29/06/2014,50, $448.00 , $4.00 , $34.00 , $6.00 , $4.00 , $39.00 ,3,8,1,7,5,0,1,0,0,0,0,0,India
3011,1965,Graduation,Married," $69,139.00 ",0,1,27/01/2014,23, $86.00 , $12.00 , $75.00 , $33.00 , $15.00 , $6.00 ,1,4,1,5,4,0,0,0,0,0,0,0,Saudi Arabia
5232,1965,Graduation,Married," $69,139.00 ",0,1,27/01/2014,23, $86.00 , $12.00 , $75.00 , $33.00 , $15.00 , $6.00 ,1,4,1,5,4,0,0,0,0,0,0,0,Spain
2407,1982,Graduation,Married," $69,109.00 ",0,0,09/11/2012,10, $823.00 , $25.00 , $459.00 , $124.00 , $29.00 , $95.00 ,1,6,6,7,4,0,0,1,0,0,1,0,USA
9064,1982,Graduation,Married," $69,109.00 ",0,0,09/11/2012,10, $823.00 , $25.00 , $459.00 , $124.00 , $29.00 , $95.00 ,1,6,6,7,4,0,0,1,0,0,1,0,Spain
4475,1949,PhD,Married," $69,098.00 ",0,0,16/02/2013,82," $1,315.00 ", $22.00 , $780.00 , $145.00 , $-   , $178.00 ,1,7,8,9,5,0,0,0,0,0,0,0,Spain
4477,1958,Graduation,Together," $69,096.00 ",0,1,27/09/2013,4, $247.00 , $49.00 , $159.00 , $7.00 , $82.00 , $109.00 ,1,5,2,10,4,0,0,0,0,0,0,0,Germany
5299,1970,PhD,Married," $69,084.00 ",1,0,19/11/2013,43," $1,181.00 ", $107.00 , $199.00 , $39.00 , $30.00 , $30.00 ,2,7,3,13,8,0,0,0,0,0,0,0,Spain
10727,1970,PhD,Married," $69,084.00 ",1,0,19/11/2013,43," $1,181.00 ", $107.00 , $199.00 , $39.00 , $30.00 , $30.00 ,2,7,3,13,8,0,0,0,0,0,0,0,Spain
1459,1966,PhD,Married," $69,063.00 ",0,1,07/11/2012,16, $666.00 , $35.00 , $124.00 , $69.00 , $8.00 , $26.00 ,1,5,3,5,3,0,0,0,0,0,0,0,Spain
3389,1970,Graduation,Married," $69,016.00 ",0,1,22/11/2012,61, $726.00 , $53.00 , $363.00 , $123.00 , $107.00 , $161.00 ,4,8,9,13,5,0,0,0,0,0,0,0,Spain
6870,1959,PhD,Divorced," $68,805.00 ",0,1,17/09/2013,73, $182.00 , $2.00 , $49.00 , $17.00 , $13.00 , $20.00 ,1,3,1,7,2,0,0,0,0,0,0,0,Spain
4910,1967,Graduation,Divorced," $68,743.00 ",0,0,30/08/2012,81," $1,132.00 ", $134.00 , $384.00 , $175.00 , $134.00 , $115.00 ,1,11,5,13,7,0,0,0,0,0,0,0,USA
4399,1969,Graduation,Together," $68,695.00 ",0,0,25/06/2014,3, $458.00 , $81.00 , $356.00 , $106.00 , $50.00 , $40.00 ,1,4,4,7,2,0,0,0,0,0,0,0,Canada
9888,1969,Graduation,Together," $68,695.00 ",0,0,25/06/2014,3, $458.00 , $81.00 , $356.00 , $106.00 , $50.00 , $40.00 ,1,4,4,7,2,0,0,0,0,0,0,0,Spain
3428,1991,PhD,Together," $68,682.00 ",0,0,06/10/2013,56, $919.00 , $-   , $505.00 , $99.00 , $30.00 , $45.00 ,1,4,9,10,2,0,0,0,0,0,0,0,Spain
4500,1991,PhD,Together," $68,682.00 ",0,0,06/10/2013,56, $919.00 , $-   , $505.00 , $99.00 , $30.00 , $45.00 ,1,4,9,10,2,0,0,0,0,0,0,0,Spain
8755,1946,Master,Married," $68,657.00 ",0,0,20/02/2013,4, $482.00 , $34.00 , $471.00 , $119.00 , $68.00 , $22.00 ,1,3,5,9,7,0,0,0,0,0,0,0,Australia
6729,1988,Graduation,Single," $68,655.00 ",0,0,10/08/2012,95, $456.00 , $19.00 , $832.00 , $75.00 , $118.00 , $38.00 ,1,4,5,11,3,0,0,0,0,0,0,0,Saudi Arabia
10172,1988,Graduation,Single," $68,655.00 ",0,0,10/08/2012,95, $456.00 , $19.00 , $832.00 , $75.00 , $118.00 , $38.00 ,1,4,5,11,3,0,0,0,0,0,0,0,Spain
7119,1982,Graduation,Single," $68,627.00 ",0,0,12/01/2013,45, $395.00 , $15.00 , $263.00 , $60.00 , $54.00 , $38.00 ,1,2,3,6,1,0,0,0,0,0,0,0,Saudi Arabia
5396,1988,Graduation,Married," $68,487.00 ",0,0,13/01/2013,48, $758.00 , $12.00 , $385.00 , $33.00 , $89.00 , $89.00 ,1,9,7,13,4,0,0,0,0,0,0,0,Australia
6318,1988,Graduation,Married," $68,487.00 ",0,0,13/01/2013,48, $758.00 , $12.00 , $385.00 , $33.00 , $89.00 , $89.00 ,1,9,7,13,4,0,0,0,0,0,0,0,Canada
6184,1969,PhD,Married," $68,462.00 ",0,0,12/12/2012,6, $561.00 , $64.00 , $785.00 , $84.00 , $128.00 , $48.00 ,1,3,3,8,1,0,0,0,0,0,0,0,Spain
10673,1976,PhD,Married," $68,397.00 ",0,1,17/11/2013,6, $760.00 , $80.00 , $466.00 , $17.00 , $13.00 , $80.00 ,1,6,9,5,3,0,0,0,0,0,0,0,Saudi Arabia
2937,1974,PhD,Single," $68,352.00 ",0,1,28/08/2013,47, $614.00 , $16.00 , $132.00 , $43.00 , $33.00 , $33.00 ,3,8,5,9,6,0,0,0,0,0,0,0,Canada
8985,1964,2n Cycle,Together," $68,316.00 ",0,1,04/11/2012,54, $806.00 , $80.00 , $161.00 , $120.00 , $11.00 , $33.00 ,5,10,7,10,6,0,0,0,0,0,0,0,Spain
3262,1958,Graduation,Single," $68,281.00 ",0,0,07/08/2012,31, $995.00 , $112.00 , $417.00 , $42.00 , $48.00 , $41.00 ,1,2,9,13,5,0,0,0,0,0,1,0,Spain
8405,1979,Graduation,Divorced," $68,274.00 ",1,1,30/09/2013,83, $135.00 , $25.00 , $51.00 , $23.00 , $25.00 , $46.00 ,2,4,2,5,3,0,0,0,0,0,0,0,Saudi Arabia
3170,1957,Master,Together," $68,148.00 ",0,0,31/08/2013,86, $389.00 , $66.00 , $408.00 , $37.00 , $57.00 , $85.00 ,1,4,4,6,2,0,0,0,0,0,0,0,Spain
8310,1964,Graduation,Together," $68,142.00 ",0,1,29/08/2012,96, $897.00 , $126.00 , $196.00 , $91.00 , $112.00 , $37.00 ,3,10,4,7,6,0,0,0,0,0,0,0,Spain
7431,1991,PhD,Single," $68,126.00 ",0,0,10/11/2012,40," $1,332.00 ", $17.00 , $311.00 , $23.00 , $51.00 , $86.00 ,1,7,4,5,9,0,1,0,0,0,1,0,Canada
2891,1963,Graduation,Divorced," $68,118.00 ",0,1,18/10/2013,51, $595.00 , $23.00 , $123.00 , $10.00 , $23.00 , $154.00 ,2,8,9,4,6,0,0,0,0,0,0,0,USA
5011,1963,Graduation,Divorced," $68,118.00 ",0,1,18/10/2013,51, $595.00 , $23.00 , $123.00 , $10.00 , $23.00 , $154.00 ,2,8,9,4,6,0,0,0,0,0,0,0,Spain
3945,1947,PhD,Widow," $68,117.00 ",0,1,10/03/2013,80, $618.00 , $44.00 , $215.00 , $-   , $17.00 , $36.00 ,2,11,8,4,6,1,0,0,0,0,1,0,Spain
2930,1978,Master,Single," $68,092.00 ",0,0,16/12/2013,7, $852.00 , $60.00 , $207.00 , $78.00 , $36.00 , $48.00 ,2,2,6,10,5,0,0,0,0,0,0,0,Saudi Arabia
716,1949,PhD,Together," $67,911.00 ",0,1,22/05/2014,63, $529.00 , $-   , $356.00 , $63.00 , $28.00 , $-   ,3,6,7,11,3,0,0,0,0,0,0,0,Spain
6544,1949,PhD,Together," $67,911.00 ",0,1,22/05/2014,63, $529.00 , $-   , $356.00 , $63.00 , $28.00 , $-   ,3,6,7,11,3,0,0,0,0,0,0,0,Germany
2882,1975,2n Cycle,Divorced," $67,893.00 ",0,1,01/10/2012,31, $711.00 , $28.00 , $142.00 , $49.00 , $18.00 , $47.00 ,2,3,2,9,8,0,0,0,0,0,0,0,Saudi Arabia
10530,1959,PhD,Widow," $67,786.00 ",0,0,07/12/2013,0, $431.00 , $82.00 , $441.00 , $80.00 , $20.00 , $102.00 ,1,3,6,6,1,0,0,0,0,0,1,0,India
9723,1960,Graduation,Married," $67,716.00 ",0,1,10/01/2013,8, $530.00 , $142.00 , $217.00 , $62.00 , $9.00 , $56.00 ,4,7,4,13,5,0,1,0,0,0,0,0,Canada
6518,1951,PhD,Widow," $67,680.00 ",0,1,11/06/2013,8, $546.00 , $-   , $48.00 , $-   , $6.00 , $6.00 ,1,7,3,8,5,0,0,0,0,0,0,0,Australia
11013,1987,Graduation,Together," $67,605.00 ",0,0,31/03/2013,84, $336.00 , $28.00 , $282.00 , $184.00 , $54.00 , $54.00 ,1,2,8,6,1,0,0,0,0,0,0,0,Spain
2747,1988,PhD,Married," $67,546.00 ",0,0,31/08/2012,90, $864.00 , $134.00 , $768.00 , $150.00 , $38.00 , $172.00 ,1,4,10,5,3,0,0,0,0,0,0,0,Spain
8867,1988,PhD,Married," $67,546.00 ",0,0,31/08/2012,90, $864.00 , $134.00 , $768.00 , $150.00 , $38.00 , $172.00 ,1,4,10,5,3,0,0,0,0,0,0,0,Saudi Arabia
1204,1970,PhD,Married," $67,536.00 ",0,1,22/05/2013,45," $1,253.00 ", $-   , $447.00 , $23.00 , $71.00 , $35.00 ,3,11,5,11,8,0,0,0,1,0,0,0,Saudi Arabia
176,1980,2n Cycle,Single," $67,506.00 ",0,1,02/01/2014,73, $90.00 , $38.00 , $67.00 , $33.00 , $36.00 , $67.00 ,1,4,1,6,3,0,0,0,0,0,0,0,Spain
2878,1947,PhD,Married," $67,472.00 ",0,1,28/09/2013,93, $162.00 , $31.00 , $127.00 , $8.00 , $17.00 , $69.00 ,2,4,2,7,3,0,0,0,0,0,0,0,Spain
5462,1974,Graduation,Married," $67,445.00 ",0,1,12/08/2012,63, $757.00 , $80.00 , $217.00 , $29.00 , $80.00 , $11.00 ,5,9,6,12,6,0,0,0,0,0,0,0,India
6661,1974,Graduation,Married," $67,445.00 ",0,1,12/08/2012,63, $757.00 , $80.00 , $217.00 , $29.00 , $80.00 , $11.00 ,5,9,6,12,6,0,0,0,0,0,0,0,Spain
10897,1974,Graduation,Married," $67,445.00 ",0,1,12/08/2012,63, $757.00 , $80.00 , $217.00 , $29.00 , $80.00 , $11.00 ,5,9,6,12,6,0,0,0,0,0,0,0,Australia
8534,1952,Graduation,Married," $67,433.00 ",0,2,16/07/2013,51, $615.00 , $28.00 , $259.00 , $12.00 , $48.00 , $30.00 ,4,6,5,13,4,0,1,0,0,0,0,0,Spain
7072,1973,Graduation,Married," $67,432.00 ",0,1,29/03/2013,69, $432.00 , $79.00 , $341.00 , $177.00 , $136.00 , $170.00 ,2,8,5,4,4,0,0,0,0,0,0,0,Australia
1911,1987,Graduation,Together," $67,430.00 ",0,0,05/09/2012,6, $595.00 , $97.00 , $291.00 , $127.00 , $133.00 , $121.00 ,1,11,5,12,6,0,0,0,0,0,0,0,Germany
4406,1970,Graduation,Together," $67,419.00 ",0,1,16/01/2013,29, $846.00 , $84.00 , $352.00 , $91.00 , $56.00 , $42.00 ,4,9,4,8,5,0,0,0,0,0,0,0,Canada
5544,1970,Graduation,Single," $67,384.00 ",0,1,10/11/2012,32, $957.00 , $40.00 , $175.00 , $158.00 , $53.00 , $107.00 ,2,7,8,5,5,0,1,0,0,0,0,0,Spain
3412,1951,Master,Married," $67,381.00 ",0,1,15/01/2013,67, $815.00 , $8.00 , $53.00 , $11.00 , $-   , $70.00 ,4,2,2,9,7,0,1,0,0,0,0,0,Spain
8732,1969,Master,Widow," $67,369.00 ",0,1,17/11/2012,81," $1,298.00 ", $-   , $70.00 , $37.00 , $14.00 , $42.00 ,4,7,4,10,4,0,1,1,0,0,1,0,Spain
4339,1970,PhD,Married," $67,353.00 ",0,1,31/12/2013,37, $702.00 , $17.00 , $151.00 , $-   , $8.00 , $35.00 ,5,5,6,12,2,0,0,0,0,0,0,0,Australia
238,1967,2n Cycle,Together," $67,309.00 ",1,1,23/01/2013,76, $515.00 , $47.00 , $181.00 , $149.00 , $95.00 , $95.00 ,15,9,6,9,7,0,0,0,0,0,0,0,Spain
9699,1966,Graduation,Divorced," $67,272.00 ",0,1,21/12/2013,12, $357.00 , $35.00 , $271.00 , $28.00 , $28.00 , $14.00 ,3,6,2,12,5,0,0,0,0,0,0,0,Spain
10476,1958,Graduation,Married," $67,267.00 ",0,1,13/05/2014,0, $134.00 , $11.00 , $59.00 , $15.00 , $2.00 , $30.00 ,1,3,2,5,2,0,0,0,0,0,0,0,USA
3799,1955,Graduation,Married," $67,225.00 ",0,1,26/11/2013,4, $315.00 , $35.00 , $322.00 , $46.00 , $7.00 , $143.00 ,3,7,2,11,5,0,0,0,0,0,0,0,USA
9167,1956,Graduation,Married," $67,131.00 ",0,1,26/03/2013,72, $465.00 , $71.00 , $250.00 , $93.00 , $35.00 , $62.00 ,3,9,2,12,6,0,0,0,0,0,0,0,Spain
8402,1953,Master,Married," $67,087.00 ",0,1,17/12/2013,40, $329.00 , $35.00 , $222.00 , $130.00 , $35.00 , $43.00 ,2,7,5,8,4,0,0,0,0,0,0,0,Australia
123,1951,Graduation,Widow," $67,046.00 ",0,1,06/01/2013,92, $544.00 , $35.00 , $133.00 , $23.00 , $151.00 , $107.00 ,2,4,5,4,2,0,0,0,0,0,0,0,Australia
2875,1978,Graduation,Married," $67,023.00 ",0,0,04/03/2014,93, $444.00 , $44.00 , $382.00 , $11.00 , $8.00 , $17.00 ,1,3,7,13,2,0,0,0,0,0,0,1,Spain
1402,1954,Master,Married," $66,991.00 ",0,0,11/09/2012,1, $496.00 , $36.00 , $460.00 , $189.00 , $60.00 , $12.00 ,3,4,8,6,3,0,0,0,0,0,0,0,Germany
5602,1989,PhD,Together," $66,973.00 ",0,0,17/05/2013,98, $466.00 , $22.00 , $432.00 , $147.00 , $113.00 , $102.00 ,1,8,7,12,3,0,0,0,0,0,0,0,India
6637,1988,Graduation,Single," $66,951.00 ",0,0,02/11/2013,46, $277.00 , $162.00 , $305.00 , $173.00 , $76.00 , $124.00 ,1,3,4,7,1,0,0,0,0,0,0,0,India
10928,1958,Graduation,Together," $66,886.00 ",0,1,16/09/2013,28, $315.00 , $4.00 , $62.00 , $41.00 , $31.00 , $146.00 ,2,7,1,7,5,0,0,0,0,0,0,0,Spain
7881,1946,Master,Married," $66,835.00 ",0,0,28/09/2013,21, $620.00 , $26.00 , $195.00 , $34.00 , $17.00 , $141.00 ,1,6,4,13,2,0,0,0,0,0,0,0,Spain
10562,1946,Master,Married," $66,835.00 ",0,0,28/09/2013,21, $620.00 , $26.00 , $195.00 , $34.00 , $17.00 , $141.00 ,1,6,4,13,2,0,0,0,0,0,0,0,India
6445,1967,Graduation,Together," $66,825.00 ",0,0,14/07/2013,73, $243.00 , $101.00 , $405.00 , $29.00 , $40.00 , $40.00 ,1,4,5,6,2,0,0,0,0,0,0,0,Saudi Arabia
9204,1970,Graduation,Widow," $66,731.00 ",0,1,12/09/2012,33, $371.00 , $159.00 , $194.00 , $58.00 , $106.00 , $141.00 ,4,4,3,6,3,0,0,0,0,0,0,0,Spain
10660,1957,Master,Married," $66,726.00 ",1,1,12/01/2014,61, $349.00 , $7.00 , $35.00 , $-   , $-   , $47.00 ,3,8,2,4,7,0,1,0,0,0,0,0,Spain
5120,1982,2n Cycle,Together," $66,664.00 ",0,0,25/09/2012,78, $398.00 , $96.00 , $447.00 , $220.00 , $96.00 , $32.00 ,1,5,7,6,3,0,0,0,0,0,0,0,Saudi Arabia
